variante,canonico,codigo,classe,origem,confianca_mapeamento,risco_palavra_comum,ocorrencias,status,confianca,arquivo,evidencia
chave da soberania espiritual,Vontade de Progredir,RC-550,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-550-vontade-de-progredir-chave-dos-arquivos-mentais.md,"- **Grafia preferida:** Vontade de Progredir - **Variações:** ""chave da soberania espiritual""; expressões afins (vocabulário da obra, sem código próprio): ""Vontade Maior"", ""Vontade"
"chefe dos deuses"" (nota — Hesíodo",Zeus,RC-145,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-145-zeus.md,"- **Grafia preferida:** Zeus - **Variações:** ""deus do Olimpo""; ""chefe dos deuses"" (nota — Hesíodo, ""Teogonia""; ""Hinos Homéricos"") - **Obs.:** na nota mitológica da ed. 2022 do B08"
Chesed (4ª Sefirah,Elm,RC-454,variacao,etimologia,conceitual,nao,0,em análise,baixa,RC-454-elm-moros---ser-lm-de-temperion.md,- **Grafia preferida:** Elm - **⚠️ GRAFIA OFICIAL DO EPÍTETO/VARIAÇÃO FONÉTICA (o ser de 4 cabeças): MORREN SO** — consagrada pela Devolutiva O-4 da P2022-09-24 (antes o STT captur
Chimo,Shiva como Primeiro Demo,RC-810,variacao,etimologia,conceitual,nao,0,verificado,média,RC-810-shiva-como-primeiro-demo.md,"- **Grafia preferida:** Shiva como Primeiro Demo - **Variações STT capturadas:** ""Chiva"", ""Chimo"", ""Chiv"", ""Shiva"", ""Chiva o primeiro demo"" - **Idioma de origem:** Sânscrito (शिव """
Chiv,Shiva como Primeiro Demo,RC-810,variacao,etimologia,conceitual,nao,0,verificado,média,RC-810-shiva-como-primeiro-demo.md,"- **Grafia preferida:** Shiva como Primeiro Demo - **Variações STT capturadas:** ""Chiva"", ""Chimo"", ""Chiv"", ""Shiva"", ""Chiva o primeiro demo"" - **Idioma de origem:** Sânscrito (शिव """
Chiva o primeiro demo,Shiva como Primeiro Demo,RC-810,variacao,etimologia,conceitual,nao,0,verificado,média,RC-810-shiva-como-primeiro-demo.md,"- **Grafia preferida:** Shiva como Primeiro Demo - **Variações STT capturadas:** ""Chiva"", ""Chimo"", ""Chiv"", ""Shiva"", ""Chiva o primeiro demo"" - **Idioma de origem:** Sânscrito (शिव """
cidadania cósmica,Cidadão Cósmico,RC-226,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-226-cidadao-cosmico.md,- **Grafia preferida:** Cidadão Cósmico - **Variações:** cidadania cósmica; cidadão planetário; cidadania planetária (Projeto Orbum)
cidadania planetária,Reintegração Cósmica,RC-003,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-003-reintegracao-cosmica.md,"- **Grafia preferida:** Reintegração Cósmica - **Variações:** (verificar uso de ""reabilitação"", ""retorno ao circuito cósmico"", ""cidadania planetária"")"
Cidadania Planetária (movimento,Projeto Orbum,RC-535,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-535-projeto-orbum-cidadania-planetaria.md,- **Grafia preferida:** Projeto Orbum - **Variações:** Orbum; Cidadania Planetária (movimento); Declaração dos Princípios da Cidadania Planetária (manifesto) - **Obs.:** não confun
cidadania planetária (Projeto Orbum,Cidadão Cósmico,RC-226,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-226-cidadao-cosmico.md,- **Grafia preferida:** Cidadão Cósmico - **Variações:** cidadania cósmica; cidadão planetário; cidadania planetária (Projeto Orbum)
cidadão planetário,Cidadão Cósmico,RC-226,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-226-cidadao-cosmico.md,- **Grafia preferida:** Cidadão Cósmico - **Variações:** cidadania cósmica; cidadão planetário; cidadania planetária (Projeto Orbum)
circuitos fechados de informação,Mente Coletiva / Redes Psíquicas Coletivas,RC-188,variacao,etimologia,referencia_oral,nao,0,verificado,alta,RC-188-mente-coletiva-redes-psiquicas-coletivas.md,- **Grafia preferida:** Mente Coletiva / Redes Psíquicas Coletivas. - **Variações:** redes operativas; rede mental coletiva; circuitos fechados de informação.
clones abelhas operárias,Sistema Arcaico Mental (Javé Como Abelha Rainha),RC-828,variacao,etimologia,referencia_oral,nao,0,verificado,alta,RC-828-sistema-arcaico-mental-jave-abelha-rainha.md,"- **Grafia preferida:** Sistema Arcaico Mental (Javé Como Abelha Rainha) - **Variações STT capturadas:** ""sistema arcaico"", ""sistema arcaico mental"", ""Javé abelha rainha"", ""clones "
cobaias humanas,Humanos como Cobaias dos Deuses,RC-802,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-802-humanos-como-cobaias-dos-deuses.md,"- **Grafia preferida:** Humanos como Cobaias dos Deuses - **Variações STT capturadas:** ""cobaias"", ""cobaias humanas"", ""final de genética"" - **Idioma de origem:** Português"
Codificador de Zian,Olm,RC-252,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-252-olm-codificador-de-zion-zian.md,"- **Grafia preferida:** Olm - **Variações:** Codificador de Zion; Codificador de Zian; Quarto Logos (RC-092); ""Olm (ou Codificador de Zian)"" (B031)"
Codificador de Zian (Zion,Quarto Logos,RC-092,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-092-quarto-logos-olm-codificador-de-zian.md,- **Grafia preferida:** Quarto Logos - **Variações:** Olm; Codificador de Zian (Zion); Quarto Logus (grafia do título do livro de Ellam)
Codificador de Zion,Olm,RC-252,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-252-olm-codificador-de-zion-zian.md,"- **Grafia preferida:** Olm - **Variações:** Codificador de Zion; Codificador de Zian; Quarto Logos (RC-092); ""Olm (ou Codificador de Zian)"" (B031)"
colapso do caos organizado,Era do Colapso do Caos Organizado,RC-827,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-827-era-do-colapso-do-caos-organizado.md,"- **Grafia preferida:** Era do Colapso do Caos Organizado - **Variações STT capturadas:** ""era do colapso"", ""era do conhecimento"", ""colapso do caos organizado"", ""ilhas de negentrop"
colapso quântico,Colapso da Matriz Quântica,RC-415,variacao,etimologia,conceitual,nao,0,em análise,baixa,RC-415-colapso-da-matriz-quantica-3-niveis.md,- **Grafia preferida:** Colapso da Matriz Quântica - **Variações:** colapso quântico; níveis do colapso da Matriz Quântica (1º/2º/3º)
Colmeia (geral,Colmeia Universal,RC-174,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-174-colmeia-universal.md,"- **Grafia preferida:** Colmeia Universal - **Variações:** Colmeia (geral); Colmeia Trimurtina (a colmeia original do universo demo); a ""Colmeia"" de Javé"
Colmeia Trimurtina (a colmeia original do universo demo,Colmeia Universal,RC-174,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-174-colmeia-universal.md,"- **Grafia preferida:** Colmeia Universal - **Variações:** Colmeia (geral); Colmeia Trimurtina (a colmeia original do universo demo); a ""Colmeia"" de Javé"
comandante Sophia,Sophia Como Biodemo da Ordem e Caos,RC-831,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-831-sophia-como-biodemo-da-ordem-e-caos.md,"- **Grafia preferida:** Sophia Como Biodemo da Ordem e Caos - **Variações STT capturadas:** ""Sophia"", ""Sophia biodemo"", ""comandante Sophia"", ""Sophia ordem e caos"" - **Idioma de ori"
componente extraterrena,Fator Extraterrestre,RC-355,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-355-fator-extraterrestre-o-elo-perdido.md,- **Grafia preferida:** Fator Extraterrestre - **Variações:** o elo perdido; componente extraterrena; fator ET (jargão)
comportamento biológico,Pulsação dos Elétrons Como Afetividade Humana,RC-832,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-832-pulsacao-dos-eletrons-como-afetividade.md,"- **Grafia preferida:** Pulsação dos Elétrons Como Afetividade Humana - **Variações STT capturadas:** ""pulsação dos elétrons"", ""comportamento biológico"", ""afetividade"", ""identidade"
"comérico"" (= cooperativo?",Sistema Arcaico Mental (Javé Como Abelha Rainha),RC-828,variacao,etimologia,referencia_oral,nao,0,verificado,alta,RC-828-sistema-arcaico-mental-jave-abelha-rainha.md,"- **Grafia preferida:** Sistema Arcaico Mental (Javé Como Abelha Rainha) - **Variações STT capturadas:** ""sistema arcaico"", ""sistema arcaico mental"", ""Javé abelha rainha"", ""clones "
Concílio de Niceia (325,A Falsa Trindade,RC-273,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-273-a-falsa-trindade-concilio-de-niceia.md,"- **Grafia preferida:** A Falsa Trindade - **Variações:** Santíssima Trindade (nome tradicional); Concílio de Niceia (325); ""Falsa Trindade"" (termo de Ellam)"
condicionamento,Lavagem Cerebral,RC-335,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-335-lavagem-cerebral-condicionamento.md,"- **Grafia preferida:** Lavagem Cerebral - **Variações:** condicionamento; lavagem cerebral imposta; adestramento; ""descondicione-se"" (imperativo de Ellam)"
confederação galática,Confederações de Mundos,RC-357,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-357-confederacoes-de-mundos.md,- **Grafia preferida:** Confederações de Mundos - **Variações:** confederações de civilizações; organizações siderais; confederação galática
confederações de civilizações,Confederações de Mundos,RC-357,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-357-confederacoes-de-mundos.md,- **Grafia preferida:** Confederações de Mundos - **Variações:** confederações de civilizações; organizações siderais; confederação galática
configuração genética da confiança,Genética da Confiança,RC-243,variacao,etimologia,conceitual,nao,0,provisório,média,RC-243-genetica-da-confianca.md,- **Grafia preferida:** Genética da Confiança - **Variações:** efeito confiança; configuração genética da confiança; genética do amor
consciência espiritual particularizada,Mônada,RC-149,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-149-monada-monada-espiritual.md,- **Grafia preferida:** Mônada - **Variações:** mônada espiritual; alma; espírito; consciência espiritual particularizada; protoconsciência particularizada - **Origem:** do grego *
consciência fatiada,Fatiamento de Consciência,RC-604,variacao,etimologia,conceitual,nao,0,em análise,baixa,RC-604-fatiamento-de-consciencia.md,- Grafia preferida: Fatiamento de Consciência. Variações: consciência fatiada; espírito fatiado. - **Fonte de decisão:** Quadro 9 aprovado pelo curador.
Consciência Profunda Espiritual,Eu Profundo,RC-553,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-553-eu-profundo-nivel-espiritual-do-eu.md,"- **Grafia preferida:** Eu Profundo - **Variações:** ""Eu Mais Profundo"", ""Consciência Profunda Espiritual""; expressões afins (sem código próprio): ""Eu Superior"", ""Eu Sagrado"", ""Eu "
Conselho de Sábios da Grande Fraternidade Tau Ceti,Universidade de Tau Ceti,RC-451,variacao,etimologia,conceitual,nao,0,provisório,média,RC-451-universidade-de-tau-ceti.md,"- **Grafia preferida:** Universidade de Tau Ceti - **Variações:** ""a famosa 'Universidade'"" (B058); ""'Universidade' de Tau Ceti""; ""Conselho de Sábios da Grande Fraternidade Tau Cet"
constelação de Cetus (nota,Tau Ceti (Sistema),RC-103,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-103-tau-ceti-sistema.md,"- **Grafia preferida:** Tau Ceti (Sistema) - **Variações:** ""Tau Ceti""; constelação de Cetus (nota) - **Obs.:** a nota astronômica vem da ed. 2022 (adaptador) — **quarentena instit"
constelação de Scorpius,Antares (Sistema),RC-021,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-021-antares-sistema.md,"- **Grafia preferida:** Antares (Sistema) - **Variações:** ""Antares""; constelação de Scorpius/Escorpião (nota) - **Obs.:** a nota astronômica vem da ed. 2022 (adaptador) — **quaren"
"Consórcio de Mundos"" (B019",Consórcio de Mundos,RC-538,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-538-consorcio-de-mundos-arquitetos-universais.md,"- **Grafia preferida:** Consórcio de Mundos - **Variações:** ""Consórcio de Mundos"" (B019, sinopse); relacionado a ""Arquitetos Universais"" - **Obs.:** no B019 a expressão aparece na"
contração de Deus,Tzimtzum,RC-008,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-008-tzimtzum.md,"- **Grafia preferida:** Tzimtzum - **Variações:** Tsimtsum; contração de Deus; exílio de Deus dentro da própria Criação; ""implosão do Corpo Mental"" - **Idioma de origem:** hebraico"
controle colmeia,Modelo Colmeia,RC-176,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-176-modelo-colmeia-sistema-controle-colmeia.md,"- **Grafia preferida:** Modelo Colmeia - **Variações:** sistema colmeia; controle colmeia; ""modelo colmeia"" (aspas na obra)"
coração bondoso,Bondade Humana,RC-895,variacao,etimologia,conceitual,nao,0,verificado,média,RC-895-bondade-humana.md,- **Grafia preferida:** Bondade Humana - **Variações:** coração bondoso; fazer o bem; próximo - **Idioma de origem:** Português
crenças baratas,Versão Oficial como Construção dos Seguidores,RC-804,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-804-versao-oficial-como-construcao-dos-seguidores.md,"- **Grafia preferida:** Versão Oficial como Construção dos Seguidores - **Variações STT capturadas:** ""versão oficial"", ""crenças baratas, infantilizadas, pouco refletidas"" - **Idio"
Criador caído,Criador,RC-041,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-041-criador-brahma-jave-demiurgo.md,"- **Grafia preferida:** Criador - **Variações:** Brahma; Javé; Deus Bíblico; Demiurgo (Platão); ""Criador caído"""
Criador fracassado,Ser-Criador fracassado,RC-422,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-422-ser-criador-fracassado-autoconfissao-de-jave.md,"- **Grafia preferida:** Ser-Criador fracassado - **Variações:** Criador fracassado; arquiteto atormentado; Deus doente; ""Ser-Criador fracassado"" (citação da crônica)"
criador refém,Criador refém das próprias criaturas,RC-196,variacao,etimologia,referencia_oral,nao,0,verificado,alta,RC-196-criador-refem-das-proprias-criaturas.md,- Grafia preferida: Criador refém das próprias criaturas - Variações: criador refém; refém da própria obra - Condição conexa: Demência do Criador (RC-526)
criatório de Epimeteu,Centro Alquímico-Farmacopédico,RC-789,variacao,etimologia,conceitual,nao,0,verificado,média,RC-789-centro-alquimico-farmacopedico.md,"- **Grafia preferida:** Centro Alquímico-Farmacopédico - **Variações STT capturadas:** ""centro alquímico"", ""centro farmacopédico"", ""criatório de Prometeu"", ""criatório de Epimeteu"" "
criatório de Prometeu,Centro Alquímico-Farmacopédico,RC-789,variacao,etimologia,conceitual,nao,0,verificado,média,RC-789-centro-alquimico-farmacopedico.md,"- **Grafia preferida:** Centro Alquímico-Farmacopédico - **Variações STT capturadas:** ""centro alquímico"", ""centro farmacopédico"", ""criatório de Prometeu"", ""criatório de Epimeteu"" "
"Criação ""imperfeita",Criação Indevida,RC-167,variacao,etimologia,conceitual,nao,0,em análise,baixa,RC-167-criacao-indevida-obra-indevida.md,"- **Grafia preferida:** Criação Indevida - **Variações:** Obra indevida; Criação ""problemática""; Criação ""imperfeita""; Criação ""inusitada"" (título do cap. 2 de B024)"
"Criação ""inusitada"" (título do cap. 2 de B024",Criação Indevida,RC-167,variacao,etimologia,conceitual,nao,0,em análise,baixa,RC-167-criacao-indevida-obra-indevida.md,"- **Grafia preferida:** Criação Indevida - **Variações:** Obra indevida; Criação ""problemática""; Criação ""imperfeita""; Criação ""inusitada"" (título do cap. 2 de B024)"
"Criação ""problemática",Criação Indevida,RC-167,variacao,etimologia,conceitual,nao,0,em análise,baixa,RC-167-criacao-indevida-obra-indevida.md,"- **Grafia preferida:** Criação Indevida - **Variações:** Obra indevida; Criação ""problemática""; Criação ""imperfeita""; Criação ""inusitada"" (título do cap. 2 de B024)"
criação tragou,Pandemia de Buraco Branco que Traga (Javé Tragado pela Criação),RC-809,variacao,etimologia,referencia_oral,nao,0,verificado,média,RC-809-pandemia-buraco-branco-que-traga.md,"- **Grafia preferida:** Pandemia de Buraco Branco que Traga (Javé Tragado pela Criação) - **Variações STT capturadas:** ""buraco branco"", ""buraco negro"", ""tragado"", ""criação tragou"""
Cristo (ekv. grego «Christos,Messias,RC-942,variacao,etimologia,conceitual,nao,0,em análise,baixa,RC-942-messias.md,- **Grafia preferida:** Messias - **Variações / grafias alternativas:** O Ungido; Cristo (ekv. grego «Christos») - **Idioma de origem:** hebraico «mashiach» → grego «christós» (ung
Cristo Cósmico,Sophia,RC-009,variacao,etimologia,conceitual,nao,0,verificado,alta,RC-009-sophia-cristo-cosmico.md,"- **Grafia preferida:** Sophia - **Variações:** Cristo Cósmico; Suserano Cósmico; ""Jesus em seu corpo glorioso""; Sofia; **Hochmah** (epíteto hebraico = Sabedoria, ver RC-565; grafi"
